1000
999
0,1,1
0,2,2
0,3,3
3,4,1
3,5,3
4,5,1
1,6,6
2,6,5
3,6,4
0,6,6
2,7,6
5,7,3
1,7,6
5,8,4
6,8,3
1,8,7
1,9,9
6,9,4
7,9,3
5,9,4
2,10,9
7,10,4
3,10,7
5,11,7
1,11,10
0,12,13
4,12,9
2,12,10
8,13,6
11,13,3
1,13,12
4,14,11
9,14,6
10,14,5
11,14,4
3,14,11
4,15,12
5,15,11
8,15,8
9,15,7
12,15,4
13,15,3
10,15,5
12,16,5
14,16,3
9,16,7
9,17,9
11,17,7
15,17,3
6,17,11
1,18,18
6,18,13
14,18,5
15,18,4
5,18,13
17,19,3
10,19,9
10,20,11
13,20,8
18,20,3
12,20,8
4,21,18
13,21,9
14,21,7
2,22,21
19,22,4
20,22,3
6,22,16
13,23,11
21,23,3
17,23,6
16,24,9
20,24,5
22,24,3
4,24,20
20,25,5
4,26,23
21,26,6
22,26,5
23,26,4
18,26,8
2,27,26
4,27,24
13,27,15
16,27,12
18,27,10
25,27,3
1,27,26
7,28,22
18,28,11
24,28,5
26,28,3
12,28,16
16,29,14
25,29,5
0,29,29
22,30,9
26,30,5
27,30,4
18,30,12
4,31,28
26,31,6
28,31,4
21,31,10
10,32,23
23,32,10
14,32,18
28,33,6
30,33,4
11,33,22
21,34,14
8,34,26
20,35,16
22,35,14
28,35,8
31,35,5
33,35,3
18,35,17
6,36,31
20,36,17
32,36,5
34,36,3
25,36,11
8,37,30
11,37,27
33,37,5
34,37,4
10,37,27
6,38,33
16,38,23
23,38,16
34,38,5
36,38,3
32,38,6
1,39,39
6,39,34
16,39,24
35,39,5
17,39,22
25,40,15
16,41,26
39,41,3
7,41,34
29,42,14
31,42,12
37,42,6
9,42,33
8,43,36
37,43,7
41,43,3
18,43,25
26,44,19
38,44,7
42,44,3
4,44,40
21,45,25
5,45,40
4,46,43
21,46,26
23,46,24
32,46,15
43,46,4
39,46,7
17,47,31
27,47,21
35,47,13
39,47,9
45,47,3
7,47,40
11,48,38
42,48,7
22,48,26
36,49,14
44,49,6
46,49,4
12,49,37
13,50,38
31,50,20
38,50,13
41,50,10
3,50,47
25,51,27
42,51,10
49,51,3
22,51,29
8,52,45
14,52,39
42,52,11
46,52,7
47,52,6
