1000
1904
0,385
0,667
0,524
1,653
1,440
2,722
3,900
3,907
3,433
4,225
5,471
6,991
7,896
7,895
8,735
9,979
10,767
10,613
11,671
11,842
12,196
13,413
14,758
15,16
16,15
16,166
16,353
17,246
17,233
17,491
18,337
19,767
20,202
21,84
21,266
22,535
22,815
23,640
23,411
24,102
25,610
26,34
27,770
27,556
27,824
28,725
28,156
28,107
28,904
28,548
29,113
29,651
30,449
30,603
30,195
31,851
32,440
32,662
33,972
33,646
33,774
34,387
34,26
35,558
35,806
35,911
35,93
36,956
36,602
37,985
37,553
38,268
38,772
39,150
39,928
40,900
40,373
41,297
41,202
42,204
42,261
42,912
43,146
43,691
44,391
44,601
45,923
46,987
46,403
47,293
47,240
48,931
48,139
49,845
50,824
50,489
51,930
51,85
52,334
52,707
52,160
53,386
54,663
54,336
55,181
55,427
55,161
55,141
56,721
56,463
56,159
57,745
57,905
58,766
58,885
59,162
60,207
60,458
61,657
61,72
62,995
62,306
62,456
63,247
63,644
64,734
65,397
66,926
66,450
66,769
67,895
67,491
69,127
70,901
70,536
71,329
72,61
73,213
73,637
74,302
74,935
74,212
74,298
75,826
75,622
75,123
75,245
76,363
76,522
76,426
77,801
77,934
78,524
79,732
80,561
80,657
81,754
82,730
82,229
83,794
83,632
84,21
84,446
85,488
85,275
85,51
86,565
86,915
87,252
87,122
88,291
88,474
89,195
89,168
90,205
90,437
91,317
91,784
92,421
92,756
93,854
93,35
94,381
94,156
95,568
96,888
96,670
96,149
97,824
98,571
98,843
99,846
99,650
99,843
100,429
101,333
101,684
102,792
102,24
102,220
102,680
103,349
104,196
104,191
105,840
106,379
106,624
107,28
108,703
109,226
110,880
111,240
111,929
112,772
112,402
112,790
113,29
113,656
113,342
114,705
114,509
115,636
116,761
117,927
117,484
118,863
119,515
120,463
121,903
121,791
121,617
121,855
122,87
122,931
123,75
123,892
124,533
124,413
124,388
124,950
125,923
125,327
126,492
127,69
127,627
128,263
128,325
128,412
128,662
129,203
129,185
130,527
130,964
131,362
131,429
132,675
132,626
133,819
133,444
134,758
134,163
135,689
136,176
136,762
136,314
137,758
137,520
138,143
138,664
139,48
140,404
140,834
141,901
141,55
143,138
143,818
144,936
145,212
146,43
146,847
146,623
147,227
148,490
149,222
149,837
149,96
150,39
150,928
151,579
151,790
152,290
152,235
153,212
154,418
155,536
155,498
156,28
156,94
157,712
158,639
158,794
159,553
159,56
160,595
160,337
160,358
160,352
160,52
161,343
161,669
161,55
162,59
162,435
163,531
163,134
164,280
165,858
166,16
166,833
167,591
168,788
168,89
169,291
170,412
171,934
172,615
172,752
173,885
173,893
174,364
175,259
175,880
176,136
176,540
177,300
177,959
178,261
178,829
178,483
179,621
179,659
180,370
181,55
182,496
183,194
183,261
184,692
184,859
184,771
184,471
185,251
185,129
186,187
186,939
186,941
186,718
187,186
188,226
188,841
189,909
189,414
190,270
191,446
191,643
191,104
192,401
192,951
193,513
194,183
195,89
195,364
195,442
195,30
196,104
196,607
196,12
197,649
197,395
197,722
198,690
198,672
199,372
199,725
200,396
200,720
200,825
201,627
201,789
202,20
202,41
202,891
203,129
204,42
205,90
205,867
205,313
206,245
206,977
206,624
207,547
207,60
208,590
208,280
209,582
210,539
211,811
212,145
212,153
212,566
212,74
213,989
213,73
213,257
214,663
214,590
214,308
215,855
215,667
216,299
217,515
217,644
218,962
219,983
219,858
220,345
220,102
221,342
222,149
222,610
223,859
223,406
224,836
225,344
225,4
226,188
226,109
226,966
226,367
227,643
227,147
227,992
228,526
228,521
229,924
229,82
230,702
231,902
232,951
233,716
233,17
234,811
235,866
235,152
236,496
237,764
238,655
238,993
239,258
239,576
240,111
240,47
241,364
242,346
242,764
243,771
244,984
244,388
245,683
245,206
245,292
245,75
246,17
246,420
247,63
248,525
248,686
248,909
249,286
249,942
250,374
251,185
251,495
251,322
252,87
253,813
253,720
254,687
255,510
255,669
256,463
256,497
257,417
257,348
257,213
258,239
258,828
258,776
259,513
259,175
259,309
260,571
261,953
261,183
261,178
261,42
262,661
263,128
263,863
264,883
264,949
264,605
264,916
265,567
265,987
266,21
267,377
268,600
268,38
269,495
269,302
270,318
270,190
270,640
271,947
271,329
272,381
273,778
274,484
275,85
276,673
277,437
278,418
279,462
280,164
280,208
281,425
281,394
282,329
283,578
283,376
283,905
284,390
285,570
285,414
286,249
286,711
287,461
287,426
288,938
288,517
289,462
289,870
290,152
290,580
290,940
290,299
291,88
291,169
292,856
292,245
293,47
294,618
295,887
295,855
296,303
297,41
297,711
298,998
298,714
298,74
299,216
299,871
299,290
300,804
300,177
301,525
302,74
302,269
303,296
303,947
304,768
305,970
305,916
305,855
306,62
307,450
308,654
308,840
308,214
309,677
309,259
310,925
310,795
310,423
310,718
311,906
312,825
312,528
313,698
313,814
313,205
314,901
314,136
315,779
315,392
315,818
316,757
317,91
318,270
319,839
319,862
320,872
320,808
320,878
321,377
321,741
322,251
323,362
324,461
324,705
325,128
325,543
326,426
327,631
327,790
327,125
328,437
328,561
329,684
329,282
329,71
329,271
330,445
330,874
330,802
331,681
332,827
333,101
334,52
334,994
335,831
335,947
336,504
336,976
336,54
337,160
337,18
338,999
338,505
339,971
339,593
339,782
339,731
340,760
341,904
342,920
342,221
342,113
343,161
344,225
344,364
344,994
345,220
346,242
347,930
348,843
348,257
349,103
349,787
350,474
351,981
352,821
352,160
353,753
353,467
353,16
354,458
355,592
356,634
357,763
358,455
358,160
359,785
359,420
360,886
361,669
362,131
362,323
363,76
363,548
364,195
364,344
364,241
364,174
364,719
365,907
365,651
366,817
367,630
367,226
368,509
368,828
369,857
370,180
370,907
371,945
371,400
372,199
373,604
373,40
374,250
374,401
375,618
375,696
376,917
376,549
376,283
377,267
377,321
378,464
379,106
379,587
380,899
381,94
381,272
381,502
382,969
382,832
383,885
384,547
385,0
386,53
386,909
386,902
387,34
387,641
387,512
388,124
388,244
389,841
390,543
390,284
391,44
392,975
392,315
393,767
393,956
393,424
394,720
394,281
395,197
396,200
396,869
397,65
397,469
397,537
397,836
397,927
398,582
399,499
400,687
400,371
401,192
401,374
401,408
402,112
403,46
404,140
404,676
405,795
406,223
407,695
408,488
408,401
409,651
410,609
410,631
410,812
411,23
412,128
412,170
413,13
413,124
414,285
414,428
414,189
415,425
416,737
416,603
417,257
418,154
418,278
419,800
420,359
420,246
421,448
421,92
422,647
423,479
423,310
424,393
425,415
425,281
426,287
426,326
426,76
427,55
428,440
428,414
429,100
429,131
429,834
430,449
431,799
431,849
431,722
432,896
432,734
433,623
433,3
434,465
434,985
435,162
435,950
435,597
436,774
436,679
436,827
437,277
437,90
437,328
437,516
438,733
439,694
440,982
440,32
440,1
440,428
441,741
441,524
442,550
442,195
443,962
443,541
443,697
443,864
443,751
444,930
444,954
444,133
445,330
445,597
446,191
446,84
447,783
448,421
448,877
448,484
448,942
449,430
449,30
449,724
450,307
450,66
450,918
451,778
452,826
452,454
453,855
453,932
454,629
454,452
455,358
456,979
456,62
456,464
456,946
456,857
457,669
457,967
458,354
458,60
459,660
459,825
459,482
460,614
460,696
461,324
461,287
461,514
461,640
462,289
462,279
462,539
462,876
463,256
463,120
463,56
464,456
464,378
465,434
466,875
466,475
466,532
467,837
467,353
468,881
468,917
469,397
470,738
470,538
471,5
471,563
471,184
472,712
473,587
474,733
474,88
474,350
475,466
475,866
476,740
476,608
476,787
477,642
478,844
479,423
479,914
479,838
481,908
481,809
482,459
483,178
483,527
484,274
484,592
484,117
484,448
485,512
486,736
486,569
487,835
487,648
488,408
488,85
489,728
489,50
490,148
490,944
491,67
491,17
492,126
492,919
493,860
493,578
494,534
494,987
495,251
495,269
496,182
496,497
496,236
497,496
497,256
498,155
499,734
499,399
500,577
500,759
500,949
501,844
502,978
502,381
503,692
503,948
504,336
505,658
505,338
505,668
506,830
506,917
507,738
507,614
507,687
508,510
509,114
509,368
509,876
510,508
510,255
511,574
512,809
512,727
512,485
512,387
513,193
513,259
514,461
515,217
515,119
515,588
516,921
516,437
517,288
518,776
519,625
519,690
520,715
520,137
521,564
521,981
521,568
521,228
522,76
522,777
523,892
524,0
524,78
524,441
525,301
525,248
526,228
526,830
527,130
527,483
528,312
529,761
530,702
531,163
531,893
531,922
532,466
533,124
534,494
534,775
534,803
535,22
536,155
536,70
537,397
538,470
539,210
539,462
540,176
541,443
542,805
542,730
542,773
542,821
543,390
543,325
544,563
545,586
545,681
546,803
547,207
547,384
548,363
548,28
549,376
550,442
550,960
551,851
551,645
552,666
553,159
553,37
554,798
554,567
555,755
556,27
557,602
557,571
558,35
558,911
559,644
560,782
561,80
561,328
562,571
562,620
563,471
563,544
563,647
564,521
565,86
565,702
565,711
566,212
567,554
567,265
567,670
568,95
568,521
569,575
569,969
569,486
569,635
570,899
570,285
571,562
571,557
571,98
571,990
571,260
572,754
573,773
574,786
574,511
574,615
575,569
576,239
577,500
578,283
578,493
578,948
579,151
580,290
580,840
581,806
581,906
582,398
582,209
583,779
584,826
585,630
586,545
587,473
587,844
587,379
588,939
588,515
589,629
589,681
590,208
590,214
590,599
591,632
591,167
592,484
592,355
593,339
594,638
594,750
595,160
596,883
597,997
597,435
597,999
597,445
598,854
599,836
599,590
600,268
601,894
601,980
601,44
601,680
602,557
602,36
603,416
603,30
604,373
605,264
605,786
606,621
607,196
608,476
609,410
610,25
610,222
611,983
611,623
612,881
613,616
613,10
614,460
614,752
614,507
615,172
615,574
616,613
616,781
617,121
617,845
618,294
618,375
618,852
619,959
619,740
620,562
621,179
621,606
622,75
623,943
623,611
623,433
623,146
624,817
624,206
624,106
625,519
625,700
626,866
626,132
627,201
627,127
628,783
629,589
629,454
630,367
630,585
631,327
631,410
632,591
632,83
632,765
633,760
633,929
634,356
634,972
635,569
635,852
636,115
636,992
637,73
638,594
639,158
640,23
640,270
640,461
641,387
642,924
642,477
643,227
643,191
644,559
644,63
644,217
645,551
646,33
647,422
647,563
648,487
649,197
649,958
650,99
651,409
651,365
651,29
652,800
652,669
653,1
654,308
655,701
655,238
656,113
657,61
657,80
658,505
659,179
660,459
661,787
661,262
662,128
662,32
663,214
663,54
664,138
665,716
666,814
666,552
666,747
667,0
667,215
668,505
669,361
669,457
669,255
669,161
669,652
670,873
670,96
670,567
671,11
671,954
671,754
672,759
672,726
672,198
673,276
673,864
674,977
675,132
676,404
677,309
678,748
678,720
679,436
680,601
680,102
681,331
681,589
681,545
682,913
683,245
684,329
684,729
684,101
685,780
685,936
686,713
686,248
687,254
687,400
687,507
688,773
689,991
689,920
689,135
690,708
690,198
690,519
691,43
692,503
692,184
693,974
